83 falc_1kG_reinterp.dat
-7.000000e+00 2.102971e+08 9.310376e+03 3.122971e-01 7.652575e-02 0.000000e+00 2.711099e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-6.900000e+00 2.097528e+08 9.259835e+03 3.157960e-01 7.761431e-02 0.000000e+00 2.751532e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-6.800000e+00 2.090345e+08 9.199809e+03 3.203492e-01 7.879334e-02 0.000000e+00 2.809185e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-6.700000e+00 2.080198e+08 9.123638e+03 3.266968e-01 8.012634e-02 0.000000e+00 2.896147e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-6.600000e+00 2.070051e+08 9.047467e+03 3.330444e-01 8.145933e-02 0.000000e+00 2.983109e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-6.500000e+00 2.058110e+08 8.958341e+03 3.408567e-01 8.275206e-02 0.000000e+00 3.095614e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-6.400000e+00 2.039777e+08 8.823097e+03 3.538830e-01 8.390144e-02 0.000000e+00 3.299055e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-6.300000e+00 2.021444e+08 8.687853e+03 3.669093e-01 8.505082e-02 0.000000e+00 3.502495e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-6.200000e+00 1.996849e+08 8.517603e+03 3.869179e-01 8.579187e-02 0.000000e+00 3.833658e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-6.100000e+00 1.968236e+08 8.324896e+03 4.114055e-01 8.627098e-02 0.000000e+00 4.246753e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-6.000000e+00 1.931719e+08 8.116244e+03 4.490408e-01 8.634827e-02 0.000000e+00 4.887763e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-5.900000e+00 1.889111e+08 7.908546e+03 4.987003e-01 8.652641e-02 0.000000e+00 5.734876e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-5.800000e+00 1.836467e+08 7.722346e+03 5.749908e-01 8.751248e-02 0.000000e+00 7.031281e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-5.700000e+00 1.774011e+08 7.550716e+03 6.922086e-01 8.906690e-02 0.000000e+00 9.028922e-13 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-5.600000e+00 1.700983e+08 7.380406e+03 8.757527e-01 9.058691e-02 0.000000e+00 1.222070e-12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-5.500000e+00 1.615544e+08 7.207079e+03 1.179685e+00 9.182150e-02 0.000000e+00 1.767832e-12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-5.400000e+00 1.516496e+08 7.042337e+03 1.758314e+00 9.497480e-02 0.000000e+00 2.857779e-12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-5.300000e+00 1.408897e+08 6.862796e+03 2.847612e+00 1.005103e-01 0.000000e+00 5.000942e-12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-5.200000e+00 1.297778e+08 6.672029e+03 4.923590e+00 1.079991e-01 0.000000e+00 9.341711e-12 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-5.100000e+00 1.187871e+08 6.454817e+03 9.036492e+00 1.121518e-01 0.000000e+00 1.869990e-11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-5.000000e+00 1.084739e+08 6.238150e+03 1.696797e+01 1.136939e-01 0.000000e+00 3.779743e-11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-4.900000e+00 9.935166e+07 6.017158e+03 3.128212e+01 1.090440e-01 0.000000e+00 7.463722e-11 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-4.800000e+00 9.127026e+07 5.796826e+03 5.351351e+01 9.958313e-02 0.000000e+00 1.350852e-10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-4.700000e+00 8.416171e+07 5.571519e+03 8.746014e+01 8.559834e-02 0.000000e+00 2.327060e-10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-4.600000e+00 7.796910e+07 5.323747e+03 1.420862e+02 6.912707e-02 0.000000e+00 4.018008e-10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-4.500000e+00 7.261492e+07 5.068189e+03 2.191933e+02 5.656317e-02 0.000000e+00 6.604347e-10 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-4.400000e+00 6.832247e+07 4.852642e+03 3.170256e+02 5.270059e-02 0.000000e+00 1.001509e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-4.300000e+00 6.496517e+07 4.713639e+03 4.257006e+02 5.769206e-02 0.000000e+00 1.385157e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-4.200000e+00 6.244485e+07 4.637821e+03 5.423343e+02 6.712499e-02 0.000000e+00 1.800321e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-4.100000e+00 6.019176e+07 4.582175e+03 6.615089e+02 7.797591e-02 0.000000e+00 2.225547e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-4.000000e+00 5.823519e+07 4.549222e+03 7.927961e+02 9.057184e-02 0.000000e+00 2.694079e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-3.900000e+00 5.647506e+07 4.531304e+03 9.321081e+02 1.043239e-01 0.000000e+00 3.191302e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-3.800000e+00 5.479573e+07 4.516705e+03 1.085905e+03 1.194257e-01 0.000000e+00 3.732866e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-3.700000e+00 5.325448e+07 4.507777e+03 1.264460e+03 1.368349e-01 0.000000e+00 4.350222e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-3.600000e+00 5.172691e+07 4.500535e+03 1.449452e+03 1.548381e-01 0.000000e+00 4.988942e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-3.500000e+00 5.029178e+07 4.504690e+03 1.677943e+03 1.768563e-01 0.000000e+00 5.772042e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-3.400000e+00 4.885665e+07 4.508844e+03 1.906434e+03 1.988745e-01 0.000000e+00 6.555142e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
-3.300000e+00 4.746154e+07 4.517594e+03 2.192754e+03 2.267692e-01 0.000000e+00 7.532896e-09 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.047200e+00
